Geo Shape;NUMERO;INTITULE;ADRESSE;CATEGORIE;geo_point_2d
"{""type"": ""Polygon"", ""coordinates"": [[[1.45104955766568, 43.6002001738314], [1.450958859321343, 43.6002205639958], [1.450902089071807, 43.600221963731286], [1.450853557242096, 43.60019160554232], [1.450783899302708, 43.600149261124166], [1.450484927771228, 43.600117526337364], [1.450427489519878, 43.600111084839675], [1.450227702287462, 43.60009067163889], [1.450229762191993, 43.600072964628815], [1.450214056023935, 43.60007194382834], [1.450217017488607, 43.60005775982304], [1.45023202406687, 43.60005706079661], [1.450235015227316, 43.60004170688352], [1.450220817903574, 43.60003980607931], [1.450224217118182, 43.600023017261556], [1.450237565888445, 43.60002418650009], [1.450240259118629, 43.60001080910909], [1.450227820586847, 43.6000079416288], [1.450229449589984, 43.59999256945176], [1.450244664977735, 43.59999340362312], [1.450249211559078, 43.59996069602842], [1.45020344113112, 43.59995333057433], [1.449917126882432, 43.599920773752466], [1.449914323898909, 43.59993847079385], [1.449729865170248, 43.59991934256925], [1.449729598578991, 43.5999205723158], [1.449799648862957, 43.600063037792786], [1.449753320816532, 43.60010445742388], [1.449707850860828, 43.60016232683806], [1.450007673022449, 43.600338139645785], [1.450051365270159, 43.60037174616088], [1.450103610936319, 43.60039487158658], [1.450110749812498, 43.600388872721176], [1.450109615168707, 43.60038428431344], [1.450055285356009, 43.6003451787801], [1.449979339676023, 43.60026556985488], [1.450022527341618, 43.6002487924675], [1.450088428965537, 43.600327339440604], [1.450220187136664, 43.600426700594234], [1.450220409579557, 43.600426721581435], [1.450239443343823, 43.60042841715995], [1.450258252289124, 43.60042920948617], [1.450280571973541, 43.60042833843319], [1.45030493238826, 43.60042515412588], [1.450916653071116, 43.600350982516595], [1.450935979653969, 43.60034602016765], [1.450946985546343, 43.60033212400364], [1.45104955766568, 43.6002001738314]]]}";111047;SQUARE SALIEGE;Square du Cardinal Saliège;PJS - Parcs, jardins et square;43.600196905,1.45029101284
"{""type"": ""Polygon"", ""coordinates"": [[[1.407183374967714, 43.59448006961628], [1.40726937432396, 43.59448623316501], [1.407270489091845, 43.59449050668836], [1.409133549681253, 43.59452512397132], [1.408946898322944, 43.59402702365938], [1.408888071811373, 43.593973936562186], [1.408845925974799, 43.59394095650054], [1.408742667436686, 43.59388653740171], [1.408494684264725, 43.593827010507376], [1.408120536424754, 43.59376456605002], [1.408049061499015, 43.593733918456124], [1.407327176543717, 43.59360901126], [1.407321080974371, 43.59363803220075], [1.407716528508421, 43.59373099396899], [1.407867647972017, 43.59370414200211], [1.40791357988182, 43.59384602327051], [1.407846566536445, 43.59408932768933], [1.407273369991891, 43.59439147438253], [1.407184390477439, 43.59447865222158], [1.407183374967714, 43.59448006961628]]]}";124029;JARDIN YVES BERGOUGNAN;RUE ELLA MAILLART;PJS - Parcs, jardins et square;43.594195003,1.40826696715
"{""type"": ""Polygon"", ""coordinates"": [[[1.417415197455213, 43.58175725726052], [1.417379301481149, 43.58168731152999], [1.417174171403538, 43.58174480936888], [1.417078373834135, 43.581560737825974], [1.41715181965937, 43.58153981391451], [1.417050006721829, 43.58134560416196], [1.417090558767268, 43.5813333671748], [1.41699220173373, 43.58115108796192], [1.417227722987248, 43.58108486024247], [1.417112748161823, 43.580870052596374], [1.417406159212478, 43.58079245519303], [1.41738978196983, 43.58076832030256], [1.417260965457129, 43.580722047635355], [1.417077325223223, 43.5808038672516], [1.417070085030207, 43.580790327366614], [1.417062213670982, 43.58077486130663], [1.417057033024047, 43.580765949901355], [1.417047878850239, 43.58074885482275], [1.416535266889481, 43.58059378536088], [1.416269795718988, 43.58050607287059], [1.415833186086703, 43.579650235364575], [1.415996532588243, 43.57960405042139], [1.416047839411461, 43.5795161153154], [1.416629712548446, 43.5793751353671], [1.416700155366452, 43.57951865497306], [1.416635548272888, 43.579537872198166], [1.416666629523261, 43.579599523996144], [1.416541309014352, 43.579633447475835], [1.41653158885375, 43.57962052174074], [1.416425263830271, 43.579649213899174], [1.416492873119126, 43.579804578062294], [1.41686261870129, 43.57970090369993], [1.416879065161103, 43.57969655577749], [1.416894261103417, 43.57969219972171], [1.416556492360702, 43.579047899962184], [1.416468019200064, 43.57906679002309], [1.416505234035003, 43.57913400845343], [1.416379843444989, 43.57917066754651], [1.41636888454717, 43.57915680656298], [1.416246053896555, 43.57919168209645], [1.416152810664403, 43.57902445217961], [1.41608425994827, 43.579042948853086], [1.415982778437813, 43.57907160796808], [1.415838775491828, 43.579116383628055], [1.415803311346279, 43.57915928037356], [1.415735444439525, 43.57919627732369], [1.415666748514317, 43.57920603935069], [1.415612825677231, 43.579233468733705], [1.41555305273653, 43.57926682252861], [1.415435696355885, 43.57925057513891], [1.415160776909137, 43.57935590574085], [1.415015305213315, 43.5793913786785], [1.414863521004984, 43.57942768308886], [1.414696964162173, 43.57944868744897], [1.414626844480087, 43.57945317187647], [1.414478392236585, 43.57946033543904], [1.414335819316974, 43.579482388587294], [1.414191860413264, 43.579513461036534], [1.414002361967152, 43.57957669529375], [1.413896265760904, 43.57963562763874], [1.4138490944657, 43.57967053993204], [1.413799587569389, 43.5796890536205], [1.413789279954662, 43.579747392279096], [1.413800202384231, 43.57976216226158], [1.413844249076966, 43.579808454545436], [1.413895668252554, 43.57986125778431], [1.413955818209891, 43.5799169085951], [1.414004962090683, 43.579960534022504], [1.414075200048085, 43.5800154139834], [1.414131906800829, 43.58005822490294], [1.41418762415711, 43.58009097543981], [1.414252035860133, 43.580127500278415], [1.414315197583101, 43.58016399892318], [1.414369830753632, 43.580190342725196], [1.414419520770079, 43.58021295465713], [1.41445306010582, 43.58022803492876], [1.414313298326494, 43.58033394878031], [1.414327308663384, 43.580375264398036], [1.414106888672345, 43.58044077524194], [1.41414282784307, 43.5805088861671], [1.414251728462285, 43.58047839492235], [1.414505831971876, 43.58040762942354], [1.414603033108864, 43.58058783349005], [1.414669356391134, 43.58056363555005], [1.41481865230705, 43.580816979122], [1.415089605879094, 43.58074210430354], [1.415185419759705, 43.580925268621044], [1.415013231002641, 43.58097225841882], [1.41506841053596, 43.58107444626416], [1.414810091490299, 43.58114675762204], [1.414887928832093, 43.58129586222816], [1.414919572575633, 43.58128714979623], [1.414926768204729, 43.581300959282444], [1.41493564093564, 43.58129834424222], [1.414953374249427, 43.581293104990635], [1.414959698231841, 43.581291355234015], [1.414968594786461, 43.58128782226508], [1.414977502553498, 43.58128338019876], [1.414985183831704, 43.581278003054656], [1.414994199046366, 43.58126989845138], [1.415008512167574, 43.5812509105006], [1.41501254878229, 43.58124091010039], [1.415026488921838, 43.58118810371391], [1.415071106862666, 43.581115606581314], [1.415229254829947, 43.58107665239041], [1.415401170480286, 43.58113658998594], [1.415433549249446, 43.58119642337468], [1.415487514398836, 43.58129676684275], [1.415465673362282, 43.5813147513718], [1.415448894763901, 43.58133187806401], [1.415434640372838, 43.581348130118855], [1.415427842574155, 43.58136813943423], [1.4154292083691, 43.581386136115064], [1.415439076039519, 43.581413422911304], [1.415423639927384, 43.5814193779281], [1.415419360713814, 43.58143491153909], [1.415412591898286, 43.58146191617684], [1.415423864491537, 43.581484216861746], [1.415443325259069, 43.58146681186798], [1.415458305673876, 43.58145980631191], [1.415452906080857, 43.581445499347126], [1.41569480478046, 43.581376049263135], [1.415808247733174, 43.581567646951896], [1.415891777980082, 43.581539426046504], [1.415986627257135, 43.58173222702941], [1.416237231278464, 43.58166042846797], [1.416339532695728, 43.58185625708127], [1.416413111650951, 43.581839296547095], [1.416509236527475, 43.58203360894435], [1.416594945637797, 43.58197629438347], [1.416690268753595, 43.58193648627189], [1.416770062725048, 43.581912903827494], [1.4172397500205, 43.581833436773124], [1.417338622893855, 43.581801896015655], [1.417415197455213, 43.58175725726052]], [[1.416085928160369, 43.57935579906737], [1.416036752661838, 43.57926465898187], [1.415930404214141, 43.57929426861561], [1.415924365035613, 43.57928504829884], [1.415731912287389, 43.57933815307487], [1.415825568283209, 43.579507585587464], [1.415945863065002, 43.57947359398107], [1.415953022755922, 43.57948831217015], [1.416082189842351, 43.57945170530088], [1.416037803432993, 43.57936975938892], [1.416085928160369, 43.57935579906737]], [[1.415155678599009, 43.58052095534555], [1.415061104290859, 43.58033872622369], [1.414828107985344, 43.58040406592368], [1.414923967971576, 43.58058540362632], [1.415155678599009, 43.58052095534555]]]}";123063;JARDIN DU CENTRE;F 15 Rue de l'Ukraine - Impasse Jules Amilhau - AP 28 Rue Jules Amilhau;PJS - Parcs, jardins et square;43.5804655548,1.41570597792
"{""type"": ""Polygon"", ""coordinates"": [[[1.405975347622044, 43.58240151013115], [1.406120651059869, 43.58220501848633], [1.405624327622892, 43.58203470389464], [1.405509444607002, 43.582240428165974], [1.405975347622044, 43.58240151013115]]]}";123107;PLACE DU PARTAGE;;PJS - Parcs, jardins et square;43.5822194483,1.40580831624
"{""type"": ""MultiPolygon"", ""coordinates"": [[[[1.410856265579392, 43.580082656662604], [1.410539176856715, 43.579463073755626], [1.41050620603721, 43.579472351895575], [1.410789411148094, 43.58005346934683], [1.410743210577075, 43.580068606267886], [1.410768761071034, 43.58011415920999], [1.410856265579392, 43.580082656662604]]], [[[1.410554578541416, 43.57991850575926], [1.410430197436485, 43.57967403344801], [1.410363339899474, 43.57969018239441], [1.41049357732608, 43.57993658985568], [1.410554578541416, 43.57991850575926]]], [[[1.410677570642425, 43.58016024004361], [1.410577527623833, 43.57996360884929], [1.410516803700651, 43.57998055345585], [1.41061768945469, 43.58017144370308], [1.410677570642425, 43.58016024004361]]], [[[1.410845531823191, 43.579927423092336], [1.410678039238549, 43.57961219268259], [1.410646864479828, 43.57961193491854], [1.410810895380605, 43.57993788474655], [1.410845531823191, 43.579927423092336]]]]}";123090;RUE BOUALAM;;PJS - Parcs, jardins et square;43.5798537309,1.41062774937
"{""type"": ""Polygon"", ""coordinates"": [[[1.45081724035084, 43.638627601879804], [1.450655179088368, 43.63845210227757], [1.450674560411217, 43.63844009187167], [1.450949664680208, 43.63825394683111], [1.450551786720417, 43.63824970656477], [1.450548234728497, 43.63829195142872], [1.450532588620533, 43.638322340381706], [1.450528586798508, 43.638333980659006], [1.45052357780954, 43.63838429900126], [1.45050764691543, 43.638426387025824], [1.450419809811085, 43.63851878835699], [1.450395398402774, 43.63855266074474], [1.450372032962227, 43.638594640140035], [1.450376669593018, 43.638607296372385], [1.450409747364492, 43.63862214310258], [1.45081724035084, 43.638627601879804]]]}";433113;SQUARE SAINTE NATHALIE;RUE SAINTE NATHALIE;PJS - Parcs, jardins et square;43.6384437171,1.4506279334
"{""type"": ""Polygon"", ""coordinates"": [[[1.461659439861337, 43.571870345060255], [1.460985088485886, 43.5718946548102], [1.461021205563151, 43.572239118312936], [1.460948521635339, 43.5722834502468], [1.46003528324813, 43.57233623346323], [1.460015419262015, 43.571912602897065], [1.461072899929473, 43.57188629096811], [1.460227779069658, 43.57113759717603], [1.458803159409559, 43.57191266899439], [1.45885063086322, 43.571950455254935], [1.459264148679203, 43.571937011597186], [1.459300838689869, 43.572360470639154], [1.458723913945593, 43.572403396140814], [1.458729383866046, 43.57249820159071], [1.4594764432308, 43.57325903908419], [1.461027415495046, 43.572284060079056], [1.461151611823928, 43.572235138819345], [1.461132407740759, 43.57192702735135], [1.461657207213188, 43.571909826940676], [1.461659439861337, 43.571870345060255]]]}";252080;PARC SACRE COEUR;F109 Avenue de Rangueil;PJS - Parcs, jardins et square;43.5721832281,1.45986587298
"{""type"": ""MultiPolygon"", ""coordinates"": [[[[1.398405963825885, 43.56904989566926], [1.398221153138946, 43.569044029436576], [1.397979444382294, 43.56886420977212], [1.39797963415397, 43.568807883421414], [1.397663132732971, 43.568497308024966], [1.397669422465137, 43.56784130691259], [1.397814484266239, 43.5675168591001], [1.39769963104193, 43.56753553089116], [1.397529089762454, 43.56756876145978], [1.397431389904707, 43.56760325435938], [1.397381822835038, 43.56763886505345], [1.397328547969566, 43.5676869648524], [1.397283597383726, 43.56775330226726], [1.397226766805562, 43.56782035709128], [1.397163574947194, 43.56796939995597], [1.39715636385337, 43.56815831762102], [1.397161283414111, 43.568258647366086], [1.397161314815356, 43.568343316856634], [1.397124975318122, 43.56842354759136], [1.397039674263348, 43.56844834539968], [1.396821828812064, 43.56844922056461], [1.396822424171561, 43.568528424327404], [1.397051602914111, 43.56853116339483], [1.397216545342316, 43.568551457046134], [1.397246738738358, 43.56870024708003], [1.397252589195982, 43.56903027191443], [1.397223297296918, 43.569467551723776], [1.397135850547701, 43.56955990201679], [1.397133278728197, 43.56979471594467], [1.39701874454585, 43.569794927296215], [1.397116046932464, 43.56989602565801], [1.39713025794046, 43.56998624835511], [1.397165277880522, 43.57000256972221], [1.397158175182773, 43.5700491134013], [1.397159287365805, 43.570063820997085], [1.397164368574694, 43.57008345404034], [1.397168033625246, 43.57010798282867], [1.397179782816403, 43.570131606487905], [1.397190341092058, 43.570145409844066], [1.397206742746626, 43.57016962019576], [1.397277002069907, 43.57016984772343], [1.397355063043292, 43.57017049852611], [1.39751336413915, 43.56978484651383], [1.397661180354762, 43.569570349412814], [1.397829046002578, 43.56940427583248], [1.398138666505497, 43.569325475845936], [1.398326883424245, 43.56910658668715], [1.398405963825885, 43.56904989566926]]], [[[1.398628006261179, 43.56730660412716], [1.398593259633774, 43.56725015355742], [1.398253746660576, 43.56730878858609], [1.398131610015597, 43.56699479627171], [1.397862328800477, 43.5668625054089], [1.397630221958456, 43.56614385249118], [1.397943899121893, 43.5661490853399], [1.397929279551302, 43.56598521599316], [1.396578504437143, 43.56598251747686], [1.39664693635458, 43.566196026880654], [1.396836098574334, 43.56640605329089], [1.396926787839639, 43.566488604978886], [1.397052761037524, 43.566603299204964], [1.397148513246611, 43.566784508020945], [1.397224475301271, 43.56696122896562], [1.397328186481744, 43.567373283648266], [1.39740772051722, 43.567446947658], [1.397491082987889, 43.56746908005015], [1.397633090365984, 43.56745502532249], [1.398277956379909, 43.56736100600406], [1.398628006261179, 43.56730660412716]]]]}";363063;SOUS BOIS REYNERIE;CHEMIN DE LESTANG;PJS - Parcs, jardins et square;43.5678359546,1.39750139686
"{""type"": ""Polygon"", ""coordinates"": [[[1.43745064877704, 43.64511031433037], [1.437640527793276, 43.64511226697833], [1.43768538230001, 43.64508067184178], [1.437688523998003, 43.644912993780714], [1.437732905044019, 43.64491343115824], [1.437737990290082, 43.64469841861552], [1.437768998407259, 43.64469776614111], [1.437771633980809, 43.644620994726154], [1.437772444451984, 43.644502221267985], [1.437814237542115, 43.6444686492554], [1.437718764702084, 43.644468449089864], [1.437632019801739, 43.64446918593648], [1.437570946057453, 43.644488877080875], [1.437257136485915, 43.64470774913457], [1.437228586249363, 43.645151497348216], [1.437291533824125, 43.64510272749232], [1.43745064877704, 43.64511031433037]]]}";432060;JARDIN GUILLAUME IBOS;RUE GUILLAUME IBOS;PJS - Parcs, jardins et square;43.6448149203,1.43751038474
"{""type"": ""Polygon"", ""coordinates"": [[[1.49812439646473, 43.589745524972116], [1.497927308559935, 43.58968265715262], [1.497851498278041, 43.58980046600817], [1.498046005557554, 43.58986604610982], [1.49812439646473, 43.589745524972116]]]}";501017;LASBORDES;LASBORDES;ENA - Espaces naturels aménagé;43.5897737709,1.49798772654
"{""type"": ""Polygon"", ""coordinates"": [[[1.497880412104673, 43.59199761581462], [1.497870492972316, 43.59199200450095], [1.497725080217269, 43.59212810140719], [1.497629720524824, 43.59222280814746], [1.497639639672551, 43.59222841948133], [1.497734999358372, 43.59213371273307], [1.497880412104673, 43.59199761581462]]]}";501048;LASBORDES;LASBORDES;ENA - Espaces naturels aménagé;43.5921096006,1.49775398536
